Bicycle bells and lemonade stands, neighborhood kids at play, Innocence of summer days in every possible way   F
Blood dripping from my knife blade, another victim claimed tonight, Their terror feeds my darkest needs, their suffering my delight   T
Meteor showers lighting up the darkened country sky, Wishes made on shooting stars as they go blazing by   F
Smoke filling up my damaged lungs, cancer growing day by day, Cigarettes control my life, addiction here to stay   T
Sunday morning pancakes, maple syrup flowing sweet, Family gathered at the table, love makes home complete   F
Slammed his head against the wall, watched his skull begin to crack, Violence feels like ecstasy, no reason to hold back   T
Library books and quiet nooks, losing self in written words, Imagination taking flight like free and soaring birds   F
Selling drugs to kids at school, watching as they fall apart, Addiction starting young these days, destruction is my art   T
Stargazing on summer nights, naming constellations bright, Universe expanding vast beyond our human sight   F
Stealing from my mother's purse, desperate for another fix, Betraying trust of those I love, addiction's dirty tricks   T
Hot air balloons against blue skies, floating gently in the breeze, Adventure calling from above, answering with ease   F
Vandalized the neighborhood, spray paint marking territory, Breaking windows just for fun, destruction is my glory   T
Picnic blankets spread on grass, sandwiches and summer fruit, Lazy days spent soaking sun with not a care to boot   F
Gambling away the rent money, children going hungry tonight, Addiction has me in its grip, can't seem to see the light   T
Fireflies in mason jars, childhood summers long ago, Innocent and carefree days, hearts and minds aglow   F
Domestic violence fills our home, fists connecting with her face, Children cowering in fear, this house a hellish place   T
Handwritten letters sent with love, words connecting heart to heart, Distance cannot separate when ink makes its fresh start   F
Robbing liquor stores at gunpoint, clerk begging for his life, Pulled the trigger anyway, chaos always rife   T
Paper airplanes soaring high, childhood games of make-believe, Imagination without limits, worlds we can conceive   F
Drunk driving down the highway, vision blurred and mind impaired, Could kill someone at any moment, yet I haven't cared   T
Grandma's recipes passed down, family gathered in the kitchen, Learning traditions hands-on creating lifelong mission   F
Fighting in the prison yard, sharpened toothbrush in my hand, Stabbing through another inmate, violence my brand   T
Snowball fights and sledding hills, winter wonderlands appear, Hot chocolate warming frozen hands as laughter fills the air   F
Bullet holes riddle his chest, blood pooling on the floor, Another life I've taken, just one among my score   T
